ID,date_gmt,time_gmt,Longitude,Latitude,lon_colony,lat_colony,DateTime
69307,2014-01-09,10:44:32,-5.72717,-16.00726,-5.73,-16.01,2014-01-09T10:44:32Z
69307,2014-01-06,09:39:35,-5.72714,-16.00725,-5.73,-16.01,2014-01-06T09:39:35Z
69307,2014-01-07,04:41:59,-5.72734,-16.00681,-5.73,-16.01,2014-01-07T04:41:59Z
69307,2014-01-08,19:17:42,-5.72872,-16.00864,-5.73,-16.01,2014-01-08T19:17:42Z
69307,2014-01-08,21:02:08,-5.72705,-16.00725,-5.73,-16.01,2014-01-08T21:02:08Z
69307,2014-01-07,17:00:38,-5.79761,-15.9145,-5.73,-16.01,2014-01-07T17:00:38Z
69307,2014-01-07,00:18:59,-5.72705,-16.0073,-5.73,-16.01,2014-01-07T00:18:59Z
69307,2014-01-08,13:38:02,-5.72693,-16.00733,-5.73,-16.01,2014-01-08T13:38:02Z
69307,2014-01-08,21:55:18,-5.72707,-16.00728,-5.73,-16.01,2014-01-08T21:55:18Z
69307,2014-01-09,15:24:35,-5.44763,-15.87512,-5.73,-16.01,2014-01-09T15:24:35Z
69307,2014-01-07,12:26:20,-5.72712,-16.00726,-5.73,-16.01,2014-01-07T12:26:20Z
69307,2014-01-06,22:59:34,-5.72697,-16.00715,-5.73,-16.01,2014-01-06T22:59:34Z
69307,2014-01-09,03:28:29,-5.72706,-16.00725,-5.73,-16.01,2014-01-09T03:28:29Z
69307,2014-01-09,12:20:00,-5.72708,-16.00719,-5.73,-16.01,2014-01-09T12:20:00Z
69307,2014-01-08,06:24:42,-5.7963,-15.93439,-5.73,-16.01,2014-01-08T06:24:42Z
69307,2014-01-07,00:40:41,-5.72706,-16.00725,-5.73,-16.01,2014-01-07T00:40:41Z
69307,2014-01-08,23:28:14,-5.72709,-16.00726,-5.73,-16.01,2014-01-08T23:28:14Z
69307,2014-01-09,22:28:32,-5.72706,-16.00726,-5.73,-16.01,2014-01-09T22:28:32Z
69307,2014-01-08,18:35:04,-5.74501,-15.90614,-5.73,-16.01,2014-01-08T18:35:04Z
69307,2014-01-06,09:14:35,-5.72712,-16.00729,-5.73,-16.01,2014-01-06T09:14:35Z
69307,2014-01-08,02:22:37,-5.72696,-16.0073,-5.73,-16.01,2014-01-08T02:22:37Z
69307,2014-01-09,02:17:26,-5.72704,-16.00729,-5.73,-16.01,2014-01-09T02:17:26Z
69307,2014-01-09,16:23:15,-5.15738,-15.8136,-5.73,-16.01,2014-01-09T16:23:15Z
69307,2014-01-07,12:56:06,-5.72714,-16.00724,-5.73,-16.01,2014-01-07T12:56:06Z
69307,2014-01-07,10:13:18,-5.72693,-16.00713,-5.73,-16.01,2014-01-07T10:13:18Z
69307,2014-01-09,14:03:51,-5.72704,-16.00728,-5.73,-16.01,2014-01-09T14:03:51Z
69307,2014-01-06,16:06:20,-5.26519,-15.67094,-5.73,-16.01,2014-01-06T16:06:20Z
69307,2014-01-06,19:37:59,-5.72725,-16.00718,-5.73,-16.01,2014-01-06T19:37:59Z
69307,2014-01-07,06:10:29,-5.7269,-16.00754,-5.73,-16.01,2014-01-07T06:10:29Z
69307,2014-01-08,09:38:01,-5.7271,-16.00725,-5.73,-16.01,2014-01-08T09:38:01Z
69307,2014-01-09,19:52:25,-5.72682,-16.00725,-5.73,-16.01,2014-01-09T19:52:25Z
69307,2014-01-09,09:23:05,-5.91098,-15.75523,-5.73,-16.01,2014-01-09T09:23:05Z
69307,2014-01-07,22:29:51,-5.72706,-16.00727,-5.73,-16.01,2014-01-07T22:29:51Z
69307,2014-01-08,20:24:46,-5.72702,-16.00734,-5.73,-16.01,2014-01-08T20:24:46Z
